,id,genre_name,original_language,original_title,release_year,vote_average,studio_name
4203,5759,"['Comedy', 'Drama']",en,barney's version,2010,7.1,Serendipity Point Films
4204,5761,"['Drama', 'Crime']",en,london boulevard,2010,5.9,GK Films
4205,5764,['Documentary'],en,senna,2010,8.1,Universal Pictures
4206,5766,['Documentary'],en,inside job,2010,7.7,Sony Pictures
4207,5768,"['Drama', 'Romance']",en,last night,2010,6.1,Gaumont
4208,5770,"['Comedy', 'Drama']",en,the joneses,2010,6.2,20th Century Fox
4209,5771,"['Science Fiction', 'Animation', 'Action']",en,planet hulk,2010,7.0,Marvel Animation
4210,5773,"['Adventure', 'Action', 'Drama']",en,centurion,2010,6.2,Canal+
4211,5776,"['Science Fiction', 'Crime', 'Action', 'Animation', 'Mystery']",en,batman: under the red hood,2010,7.8,DC Comics
4212,5778,"['Comedy', 'Drama']",en,it's kind of a funny story,2010,7.0,Journeyman Pictures
4213,5779,['Documentary'],en,cave of forgotten dreams,2010,7.2,creative differences
4214,5780,"['Comedy', 'Drama', 'Romance']",en,greenberg,2010,5.9,Scott Rudin Productions
4215,5786,"['Drama', 'Thriller', 'Science Fiction']",en,monsters,2010,6.2,Vertigo Films
4216,5790,"['Horror', 'Thriller']",en,the ward,2010,5.8,North by Northwest Entertainment
4217,5791,"['Comedy', 'Horror']",en,tucker and dale vs. evil,2010,7.3,Eden Rock Media
4218,5792,['Drama'],en,rabbit hole,2010,6.7,OddLot Entertainment
4219,5799,['Drama'],en,the company men,2010,6.5,The Weinstein Company
4220,5802,"['Comedy', 'Thriller', 'History', 'Horror']",en,burke & hare,2010,6.1,Ealing Studios
4221,5803,['Documentary'],en,exit through the gift shop,2010,7.6,Oscilloscope
4222,5806,"['Comedy', 'Crime', 'Drama']",en,four lions,2010,7.0,Film4 Productions
4223,5812,"['Drama', 'History', 'Romance']",en,alleged,2010,5.4,Two Shoes Productions
4224,5813,['Documentary'],en,sea rex 3d: journey to a prehistoric world,2010,7.2,IMAX
4225,5819,['Comedy'],en,west is west,2010,6.6,BBC Films
4226,5826,"['Action', 'Comedy']",en,wild target,2010,6.4,Matador Pictures
4227,5827,"['Drama', 'Thriller']",en,13,2010,5.8,Paramount Vantage
4228,5830,['Thriller'],en,frozen,2010,5.9,ArieScope Pictures
4229,5831,['Documentary'],en,catfish,2010,6.8,Hit the Ground Running Films
4230,5832,"['Music', 'Drama', 'History']",en,the runaways,2010,6.4,River Road Entertainment
4231,5842,"['Drama', 'Crime', 'Thriller']",en,n-secure,2010,5.8,Indie Studio
4232,5843,"['Thriller', 'Drama', 'Action', 'Crime']",en,twelve,2010,5.8,Gaumont
4233,5844,['Comedy'],en,zonad,2010,4.2,Element Pictures
4234,5852,"['Action', 'Thriller', 'Science Fiction']",en,the king of fighters,2010,5.2,Rising Star
4235,5854,"['Comedy', 'Drama']",en,thanks maa,2010,5.8,Sony Pictures
4236,5867,"['Romance', 'Drama']",en,flipped,2010,7.9,Reiner / Greisman Productions
4237,5868,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']",en,all good things,2010,6.1,Hit the Ground Running Films
4238,5871,"['Mystery', 'Horror', 'Thriller']",en,vanishing on 7th street,2010,5.3,Herrick Entertainment
4239,5878,['Drama'],en,the other woman,2010,6.2,Marc Platt Productions
4240,5879,"['Drama', 'Family', 'Music']",en,matilda the musical,2010,7.0,Indie Studio
4241,5880,"['War', 'Documentary']",en,restrepo,2010,7.4,Outpost Productions
4242,5881,"['Comedy', 'Family', 'Adventure', 'TV Movie']",en,fred: the movie,2010,4.7,Derf Films
4243,5886,['Drama'],en,howl,2010,6.6,Rabbit Bandini Productions
4244,5887,"['Action', 'Thriller', 'Crime', 'Romance']",en,4.3.2.1,2010,5.6,Unstoppable Entertainment
4245,5891,"['Comedy', 'Crime', 'Drama']",en,casino jack,2010,5.9,Trigger Street Productions
4246,5894,"['Drama', 'Thriller', 'Crime', 'Mystery']",en,animal kingdom,2010,6.8,Porchlight Films
4247,5895,"['Crime', 'Drama', 'Action', 'Thriller', 'Science Fiction']",en,tekken,2010,5.4,Namco
4248,5898,"['Drama', 'Western']",en,meek's cutoff,2010,6.5,filmscience
4249,5899,"['Crime', 'Drama', 'Thriller', 'History']",en,carlos,2010,7.0,ARTE France Cinéma
4250,5900,"['Thriller', 'Crime', 'Horror']",en,mother's day,2010,6.5,Troma Entertainment
4251,5901,"['Drama', 'History']",en,miral,2010,6.0,Canal+
4252,5902,"['Horror', 'Mystery', 'Thriller']",en,6 souls,2010,6.0,NALA Films
4253,5903,"['Comedy', 'Crime', 'Drama']",en,mr. nice,2010,6.1,Kanzaman
4254,5907,['Drama'],en,princess ka'iulani,2010,5.8,Island Film Group
4255,5909,"['Drama', 'Thriller']",en,frankie & alice,2010,5.9,Access Motion Pictures
4256,5912,['Comedy'],en,the virginity hit,2010,4.6,Gary Sanchez Productions
4257,5913,"['Comedy', 'Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller', 'Horror']",en,kaboom,2010,5.7,Why Not Productions
4258,5916,"['Thriller', 'Crime', 'Horror']",en,i spit on your grave,2010,6.5,Anchor Bay Films
4259,5917,"['Horror', 'Comedy']",en,dahmer vs. gacy,2010,1.8,Ford Austin Company
4260,5918,"['Comedy', 'Drama', 'Romance']",en,jack goes boating,2010,5.9,Big Beach
4261,5919,"['Comedy', 'Music', 'Family']",en,standing ovation,2010,3.9,Indie Studio
4262,5925,['Comedy'],en,the extra man,2010,5.9,3 Arts Entertainment
4263,5926,['Drama'],en,hesher,2010,6.8,DRO Entertainment
4264,5928,['Drama'],en,dog pound,2010,7.3,Canal+
4265,5931,"['Romance', 'Comedy', 'Drama']",en,tiny furniture,2010,5.9,Tiny Ponies
4266,5932,['Drama'],en,the 5th quarter,2010,5.2,McCreary Entertainment
4267,5933,"['Action', 'Drama', 'Horror', 'Mystery', 'History']",en,black death,2010,6.0,Ecosse Films
4268,5935,['Drama'],en,welcome to the rileys,2010,6.6,Destination Films
4269,5937,"['Drama', 'Fantasy']",en,the tempest,2010,5.5,Miramax
4270,5938,['Documentary'],en,happy people: a year in the taiga,2010,7.5,Studio Babelsberg
4271,5939,"['Action', 'Thriller', 'Western']",en,red hill,2010,6.0,Wildheart Films
4272,5940,"['Comedy', 'Action', 'Drama']",en,super,2010,6.6,This Is That Productions
4273,5943,"['Comedy', 'Drama']",en,my own love song,2010,6.3,Légende Films
4274,5946,['Comedy'],en,high school,2010,5.7,FlipZide
4275,5948,"['Crime', 'Comedy']",en,henry's crime,2010,5.8,Company Films
4276,5949,['Documentary'],en,waste land,2010,7.7,O2 Filmes
4277,5951,"['Documentary', 'Comedy']",en,winnebago man,2010,6.6,Field Guide Media
4278,5952,"['Horror', 'Thriller', 'Crime', 'Mystery']",en,and soon the darkness,2010,5.2,StudioCanal
4279,5953,"['Horror', 'Comedy', 'Thriller']",en,hatchet ii,2010,5.6,ArieScope Pictures
4280,5954,"['Drama', 'Comedy']",en,dirty girl,2010,6.2,The Weinstein Company
4281,5955,"['Horror', 'Thriller']",en,chain letter,2010,4.4,Tiger Tail Entertainment
4282,5956,"['Drama', 'Music', 'Romance']",en,pure country 2: the gift,2010,7.0,Angry Monkey Entertainment
4283,5958,"['Thriller', 'Action', 'Drama']",en,bunraku,2010,5.9,Ram Bergman Productions
4284,5959,"['Comedy', 'Drama', 'Romance']",en,the romantics,2010,4.9,10th Hole Productions
4285,5960,"['Crime', 'Drama', 'Thriller']",en,trust,2010,6.6,Nu Image
4286,5962,['Comedy'],en,saint john of las vegas,2010,5.8,Indie Studio
4287,5963,['Documentary'],en,freakonomics,2010,6.2,Chad Troutwine Films
4288,5967,"['Drama', 'Comedy']",en,khandeh dar baran,2010,0.0,rasaneh filmsazan
4289,5969,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']",en,rubber,2010,5.9,ARTE France Cinéma
4290,5970,"['Comedy', 'Drama', 'Romance']",en,a little help,2010,5.4,Secret Handshake Entertainment
4291,5971,"['Comedy', 'Documentary']",en,american: the bill hicks story,2010,7.5,Indie Studio
4292,5972,"['Comedy', 'Romance']",en,crazy on the outside,2010,5.2,Indie Studio
4293,5975,"['Drama', 'Crime']",en,blood done sign my name,2010,6.3,Indie Studio
4294,5976,"['Action', 'Drama', 'Romance']",en,belukar,2010,4.3,Preston Zaidan Productions Sdn Bhd
4295,5979,"['Action', 'Adventure', 'Animation', 'Family']",en,lego: the adventures of clutch powers,2010,5.8,LEGO
4296,5980,['Drama'],en,beautiful boy,2010,6.1,First Point Entertainment
4297,5983,"['Drama', 'Horror', 'Thriller']",en,burning bright,2010,6.3,Lionsgate
4298,5984,"['Action', 'Horror', 'Thriller']",en,god of vampires,2010,2.3,Brain Damage Films
4299,5985,"['Drama', 'Action', 'Thriller']",en,inhale,2010,6.0,26 Films
4300,5986,"['Comedy', 'Drama', 'Family']",en,snowmen,2010,6.1,Indie Studio
4301,5987,"['Drama', 'Fantasy', 'Horror']",en,evidence of a haunting,2010,3.6,Indie Studio
4302,5989,"['Family', 'Drama', 'Romance', 'Comedy']",en,an invisible sign,2010,5.2,Silverwood Films
4303,5994,['Drama'],en,putty hill,2010,6.1,The Hamilton Film Group
4304,5995,"['Crime', 'Thriller', 'Comedy', 'Mystery']",en,ca$h,2010,5.9,Immortal Thoughts
4305,5997, ,en,eve the sequel,2010,8.0,Pro-Wrestling: EVE
4306,6000,"['Drama', 'Music', 'Romance']",en,guy and madeline on a park bench,2010,5.5,Variance Films
4307,6002,"['Drama', 'Horror', 'Science Fiction']",en,stake land,2010,6.2,Glass Eye Pix
4308,6003,"['Comedy', 'Drama', 'Romance']",en,meet monica velour,2010,5.3,Indie Studio
4309,6005,"['Documentary', 'Music']",en,who is harry nilsson (and why is everybody talkin' about him?),2010,7.4,Authorized Pictures
4310,6006,"['Mystery', 'Thriller', 'Romance']",en,road to nowhere,2010,5.8,Tigers Den Studios
4311,6008,['Documentary'],en,behind the burly q,2010,5.1,Mistress Inc.
4312,6009,"['Comedy', 'Romance']",en,ceremony,2010,5.1,NALA Films
4313,6010,"['Documentary', 'Drama']",en,the arbor,2010,7.0,Artangel Media
4314,6011,"['War', 'Animation', 'Comedy']",en,jackboots on whitehall,2010,5.1,Matador Pictures
4315,6015,"['Drama', 'Comedy', 'Romance']",en,every day,2010,5.1,Indie Studio
4316,6017,['Horror'],en,the killing of jacob marr,2010,4.8,221 Films
4317,6018,"['Drama', 'Science Fiction', 'Thriller']",en,i'm not jesus mommy,2010,4.2,Fortaleza Filmworks
4318,6019,"['Comedy', 'Thriller', 'Crime']",en,the perfect host,2010,6.4,Splendid Film
4319,6021,['Drama'],en,sympathy for delicious,2010,5.9,Super Crispy Entertainment
4320,6022,['Drama'],en,the dry land,2010,5.8,Indie Studio
4321,6024,['Documentary'],en,picture me,2010,6.8,Indie Studio
4322,6025,['Comedy'],en,peep world,2010,4.8,Occupant Entertainment
4323,6026,"['Comedy', 'Drama', 'Family']",en,logan,2010,6.6,Logan Films
4324,6027,['Thriller'],en,evil intent,2010,10.0,Driving With Our Eyes Shut
4325,6032,"['Mystery', 'Thriller', 'Horror']",en,wrecked,2010,5.3,Téléfilm Canada
4326,6033, ,en,"red nose, black heart",2010,10.0,Indie Studio
4327,6037,['Drama'],en,virginia,2010,5.6,Killer Films
4328,6038,"['Comedy', 'Romance']",en,bearcity,2010,5.7,TLA Releasing
4329,6039,"['Comedy', 'Action']",en,to die is hard,2010,10.0,Driving With Our Eyes Shut
4330,6041,"['Action', 'Horror', 'Thriller']",en,moonlight sonata,2010,0.0,Smog Town Films
4331,6042,['Action'],en,the wedding,2010,0.0,Digital Shadow Films
4332,6045,"['Fantasy', 'Adventure']",en,harry potter and the deathly hallows: part 2,2011,8.1,Warner Bros. Pictures
4333,6046,"['Action', 'Science Fiction', 'Adventure']",en,transformers: dark of the moon,2011,6.1,Paramount
4334,6047,"['Adventure', 'Action', 'Fantasy']",en,pirates of the caribbean: on stranger tides,2011,6.5,Walt Disney Pictures
4335,6048,"['Adventure', 'Fantasy', 'Romance']",en,the twilight saga: breaking dawn - part 1,2011,6.2,Summit Entertainment
4336,6049,"['Action', 'Thriller', 'Adventure']",en,mission: impossible - ghost protocol,2011,7.0,Paramount
4337,6050,"['Animation', 'Family']",en,kung fu panda 2,2011,6.9,DreamWorks Animation
4338,6051,"['Action', 'Thriller', 'Crime']",en,fast five,2011,7.2,Universal Pictures
4339,6052,"['Adventure', 'Drama']",en,life of pi,2011,7.4,Ingenious Media
4340,6053,['Comedy'],en,the hangover part ii,2011,6.4,Warner Bros. Pictures
4341,6054,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",en,the smurfs,2011,5.8,Columbia Pictures
4342,6055,"['Animation', 'Family', 'Adventure', 'Comedy']",en,cars 2,2011,6.0,Walt Disney Pictures
4343,6056,"['Animation', 'Adventure', 'Comedy', 'Family']",en,puss in boots,2011,6.4,DreamWorks Animation
4344,6057,"['Animation', 'Adventure', 'Comedy', 'Family']",en,rio,2011,6.7,20th Century Fox
4345,6058,"['Thriller', 'Action', 'Drama', 'Science Fiction']",en,rise of the planet of the apes,2011,7.3,20th Century Fox
4346,6059,"['Adventure', 'Fantasy', 'Action']",en,thor,2011,6.8,Marvel Studios
4347,6061,"['Adventure', 'Animation', 'Mystery']",en,the adventures of tintin,2011,6.9,Paramount
4348,6062,"['Action', 'Adventure', 'Science Fiction']",en,captain america: the first avenger,2011,7.0,Marvel Studios
4349,6063,"['Action', 'Science Fiction', 'Adventure']",en,x-men: first class,2011,7.3,20th Century Fox
4350,6064,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",en,alvin and the chipmunks: chipwrecked,2011,5.7,20th Century Fox
4351,6065,"['Adventure', 'Action', 'Crime', 'Mystery']",en,sherlock holmes: a game of shadows,2011,7.1,Village Roadshow Pictures
4352,6066,"['Action', 'Science Fiction', 'Drama']",en,real steel,2011,6.9,DreamWorks Pictures
4353,6067,"['Comedy', 'Romance']",en,bridesmaids,2011,6.5,Relativity Media
4354,6068,"['Thriller', 'Science Fiction', 'Mystery']",en,super 8,2011,6.7,Paramount
4355,6069,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",en,rango,2011,6.8,Paramount
4356,6070,"['Thriller', 'Crime', 'Mystery']",en,the girl with the dragon tattoo,2011,7.4,Columbia Pictures
4357,6071,"['Action', 'Crime', 'Comedy']",en,the green hornet,2011,5.6,Columbia Pictures
4358,6072,"['Fantasy', 'Action', 'Drama']",en,immortals,2011,5.9,Relativity Media
4359,6073,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",en,green lantern,2011,5.2,Warner Bros. Pictures
4360,6074,['Drama'],en,the help,2011,8.2,1492 Pictures
4361,6075,['Comedy'],en,bad teacher,2011,5.6,Columbia Pictures
4362,6076,"['Comedy', 'Romance']",en,just go with it,2011,6.7,Columbia Pictures
4363,6077,"['Science Fiction', 'Action']",en,battle: los angeles,2011,5.7,Columbia Pictures
4364,6078,"['Comedy', 'Crime']",en,horrible bosses,2011,6.6,New Line Cinema
4365,6079,"['Horror', 'Mystery']",en,paranormal activity 3,2011,5.9,Paramount
4366,6080,"['Animation', 'Family']",en,gnomeo & juliet,2011,5.8,Miramax
4367,6081,"['Comedy', 'Family']",en,mr. popper's penguins,2011,5.9,20th Century Fox
4368,6082,"['Adventure', 'Drama', 'Family']",en,hugo,2011,7.2,Paramount
4369,6083,"['Animation', 'Comedy', 'Family']",en,hop,2011,5.7,Universal Pictures
4370,6084,"['War', 'Drama', 'Action']",en,war horse,2011,7.3,DreamWorks Pictures
4371,6085,"['Comedy', 'Drama']",en,the descendants,2011,6.8,Fox Searchlight Pictures
4372,6086,"['Action', 'Science Fiction', 'Thriller', 'Western']",en,cowboys & aliens,2011,5.6,DreamWorks Pictures
4373,6087,"['Action', 'Thriller', 'Science Fiction']",en,in time,2011,7.0,Strike Entertainment
4374,6088,"['Comedy', 'Romance', 'Family']",en,zookeeper,2011,5.4,Happy Madison Productions
4375,6089,"['Family', 'Comedy', 'Music']",en,the muppets,2011,6.6,Walt Disney Pictures
4376,6090,"['Thriller', 'Mystery', 'Science Fiction']",en,limitless,2011,7.2,Rogue Pictures
4377,6091,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",en,johnny english reborn,2011,6.2,Universal Pictures
4378,6093,"['Horror', 'Mystery']",en,final destination 5,2011,6.1,New Line Cinema
4379,6094,"['Action', 'Comedy']",en,tower heist,2011,6.1,Universal Pictures
4380,6095,"['Fantasy', 'Comedy', 'Romance']",en,midnight in paris,2011,7.5,Gravier Productions
4381,6096,"['Animation', 'Comedy', 'Family']",en,happy feet two,2011,6.1,Warner Bros. Entertainment
4382,6097,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",en,i am number four,2011,6.2,DreamWorks Pictures
4383,6098,['Comedy'],en,jack and jill,2011,4.3,Columbia Pictures
4384,6099,"['Romance', 'Comedy']",en,friends with benefits,2011,6.7,Castle Rock Entertainment
4385,6100,"['Comedy', 'Romance']",en,no strings attached,2011,6.3,Katalyst Films
4386,6101,"['Thriller', 'Science Fiction', 'Mystery']",en,source code,2011,7.3,Summit Entertainment
4387,6102,"['Comedy', 'Drama', 'Romance']",en,"crazy, stupid, love.",2011,7.3,Warner Bros. Pictures
4388,6103,"['Comedy', 'Romance']",en,new year's eve,2011,5.9,New Line Cinema
4389,6104,"['Drama', 'Thriller', 'Science Fiction']",en,contagion,2011,6.6,Warner Bros. Pictures
4390,6105,"['Drama', 'Comedy']",en,the best exotic marigold hotel,2011,6.9,Participant
4391,6106,"['Drama', 'Comedy', 'Romance']",en,the artist,2011,7.4,France 3 Cinéma
4392,6107,"['Action', 'Fantasy', 'Thriller']",en,ghost rider: spirit of vengeance,2011,5.0,Columbia Pictures
4393,6108,"['Adventure', 'Action', 'Thriller']",en,the three musketeers,2011,5.8,Constantin Film
4394,6109,"['Action', 'Mystery', 'Thriller']",en,unknown,2011,6.7,Canal+
4395,6110,"['Science Fiction', 'Thriller', 'Romance']",en,the adjustment bureau,2011,6.7,Universal Pictures
4396,6111,"['Drama', 'Comedy', 'Family']",en,we bought a zoo,2011,6.7,20th Century Fox
4397,6112,"['Drama', 'Romance']",en,water for elephants,2011,7.0,Ingenious Media
4398,6113,"['History', 'Drama']",en,the iron lady,2011,6.4,Canal+
4399,6114,['Drama'],en,moneyball,2011,7.2,Columbia Pictures
4400,6115,"['Action', 'Thriller']",en,sanctum,2011,6.0,Universal Pictures
4401,6117,"['Music', 'Documentary', 'Family']",en,justin bieber: never say never,2011,5.3,Paramount
4402,6118,"['Adventure', 'Comedy', 'Science Fiction']",en,paul,2011,6.7,Universal Pictures
4403,6119,"['Horror', 'Mystery']",en,scream 4,2011,6.4,Dimension Films
4404,6120,"['Drama', 'Thriller', 'Horror']",en,the rite,2011,6.1,New Line Cinema
4405,6121,"['Drama', 'Family']",en,dolphin tale,2011,6.9,Alcon Entertainment
4406,6123,"['Adventure', 'Fantasy', 'Action']",en,season of the witch,2011,5.4,Atlas Entertainment
4407,6124,"['Action', 'Fantasy', 'Thriller']",en,sucker punch,2011,6.1,Warner Bros. Pictures
4408,6125,"['Fantasy', 'Thriller', 'Horror']",en,red riding hood,2011,6.0,Warner Bros. Pictures
4409,6126,['Comedy'],en,the inbetweeners movie,2011,6.1,Channel 4 Television
4410,6127,"['Comedy', 'Romance']",en,hall pass,2011,5.6,New Line Cinema
4411,6128,"['Family', 'Comedy', 'Action']",en,spy kids: all the time in the world,2011,4.7,Dimension Films
4412,6129,"['Crime', 'Drama', 'Thriller']",en,the lincoln lawyer,2011,7.2,Lakeshore Entertainment
4413,6130,"['Drama', 'Crime', 'History']",en,j. edgar,2011,6.2,Imagine Entertainment
4414,6131,"['Crime', 'Comedy', 'Action']",en,"big mommas: like father, like son",2011,5.6,20th Century Fox
4415,6132,"['Thriller', 'Action', 'Mystery']",en,abduction,2011,5.9,Vertigo Entertainment
4416,6133,"['Drama', 'Thriller', 'Mystery']",en,tinker tailor soldier spy,2011,6.6,Canal+
4417,6134,"['Horror', 'Action', 'Thriller']",en,priest,2011,5.8,Screen Gems
4418,6135,"['Drama', 'Thriller', 'Crime']",en,drive,2011,7.6,Bold Films
4419,6136,['Drama'],en,the ides of march,2011,6.7,Appian Way
4420,6137,['Comedy'],en,the change-up,2011,6.1,Universal Pictures
4421,6138,"['Comedy', 'Romance', 'Drama']",en,larry crowne,2011,5.9,Universal Pictures
4422,6139,"['Family', 'Comedy']",en,diary of a wimpy kid: rodrick rules,2011,6.6,20th Century Fox
4423,6140,"['Comedy', 'Drama']",en,the dilemma,2011,5.3,Imagine Entertainment
4424,6141,"['Comedy', 'Drama', 'Romance']",en,something borrowed,2011,6.3,Alcon Entertainment
4425,6142,"['Horror', 'Action', 'Thriller', 'Science Fiction']",en,the darkest hour,2011,5.3,Summit Entertainment
4426,6143,"['Action', 'Thriller', 'Adventure']",en,hanna,2011,6.6,Focus Features
4427,6144,"['Drama', 'Music', 'Romance']",en,footloose,2011,6.6,Dylan Sellers Productions
4428,6145,"['Adventure', 'Fantasy', 'Action']",en,conan the barbarian,2011,5.3,Dark Horse Entertainment
4429,6147,"['Action', 'Thriller', 'Crime', 'Drama']",en,colombiana,2011,6.6,Canal+
4430,6148,"['Drama', 'Romance']",en,one day,2011,7.4,Color Force
4431,6149,"['Action', 'Adventure', 'Thriller']",en,killer elite,2011,6.3,Current Entertainment
4432,6150,['Drama'],en,extremely loud & incredibly close,2011,7.0,Paramount
4433,6151,"['Drama', 'Fantasy']",en,the tree of life,2011,6.7,Fox Searchlight Pictures
4434,6152,"['Comedy', 'Drama']",en,madea's big happy family,2011,6.9,Lions Gate Films
