,id,genre_name,original_language,original_title,release_year,vote_average,studio_name
3907,5287,"['Adventure', 'Horror', 'Thriller']",en,the descent: part 2,2009,5.9,Celador Films
3908,5291,"['Comedy', 'Drama', 'Romance']",en,bran nue dae,2009,5.7,MIFF Premiere Fund
3909,5295,['Drama'],en,nowhere boy,2009,7.2,Ecosse Films
3910,5296,['Documentary'],en,the september issue,2009,6.7,Indie Studio
3911,5297,"['Comedy', 'Drama']",en,post grad,2009,5.0,Dune Entertainment
3912,5298,['Comedy'],en,in the loop,2009,7.1,BBC Films
3913,5299,"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Thriller']",en,blood: the last vampire,2009,5.7,East Wing Holdings
3914,5302,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",en,carriers,2009,6.1,Paramount Vantage
3915,5311,"['Comedy', 'Drama', 'Romance']",en,solitary man,2009,5.8,Millennium Films
3916,5312,['Comedy'],en,american pie presents: the book of love,2009,5.3,Universal Pictures
3917,5313,['Comedy'],en,tenure,2009,5.5,Indie Studio
3918,5314,"['Fantasy', 'Drama', 'Thriller']",en,dorian gray,2009,6.0,Ealing Studios
3919,5317,"['Comedy', 'Romance']",en,miss march,2009,5.5,Fox Atomic
3920,5319,"['Crime', 'Drama', 'Thriller']",en,beyond a reasonable doubt,2009,5.7,Aramid Entertainment Fund
3921,5321,"['Comedy', 'Romance']",en,i hate valentine's day,2009,5.4,I Hate Vday Productions
3922,5323,"['Thriller', 'Crime', 'Science Fiction', 'Mystery']",en,s. darko,2009,4.4,Newmarket Capital Group
3923,5325,"['Drama', 'Family']",en,the perfect game,2009,6.8,HighRoad Entertainment
3924,5326,['Drama'],en,to save a life,2009,6.5,New Song Pictures
3925,5328,"['Drama', 'Horror', 'Mystery', 'Thriller']",en,after.life,2009,6.2,Harbor Light Entertainment
3926,5333,"['Drama', 'Romance']",en,adam,2009,6.8,Vox3 Films
3927,5340,['Drama'],en,tetro,2009,6.7,American Zoetrope
3928,5342,"['Comedy', 'Drama', 'Romance']",en,the private lives of pippa lee,2009,5.9,Elevation Filmworks
3929,5345,"['Comedy', 'Drama', 'Romance']",en,management,2009,5.4,Sidney Kimmel Entertainment
3930,5348,"['Romance', 'Drama']",en,오감도,2009,5.1,Daisy Entertainment
3931,5349,"['Comedy', 'Drama']",en,my one and only,2009,6.4,Herrick Entertainment
3932,5350,['Drama'],en,fish tank,2009,7.0,BBC Films
3933,5351,"['Comedy', 'Drama', 'Romance']",en,me and orson welles,2009,6.3,Warner Bros. Pictures
3934,5352,"['Science Fiction', 'Drama', 'Romance', 'Fantasy']",en,mr. nobody,2009,7.8,Pan Européenne Production
3935,5355,"['Action', 'Thriller']",en,echelon conspiracy,2009,6.3,Dark Castle Entertainment
3936,5356,['Drama'],en,amreeka,2009,6.9,First Generation Films
3937,5362,"['Drama', 'Romance']",en,mammoth,2009,6.1,Zentropa Entertainments
3938,5367,"['Drama', 'Romance']",en,cairo time,2009,6.0,Téléfilm Canada
3939,5370,['Comedy'],en,labor pains,2009,5.4,Nu Image
3940,5373,"['Animation', 'Family', 'Fantasy']",en,the secret of kells,2009,7.4,France 2 Cinéma
3941,5374,"['Drama', 'Romance']",en,ondine,2009,6.3,Octagon Films
3942,5375,"['Animation', 'Comedy', 'Drama']",en,mary and max,2009,7.9,Melodrama Pictures
3943,5377,"['Drama', 'Romance']",en,veronika decides to die,2009,6.0,Velvet Steamroller Entertainment
3944,5383,['Drama'],en,the messenger,2009,6.8,Oscilloscope
3945,5384,['Horror'],en,triangle,2009,6.9,Dan Films
3946,5386,"['Thriller', 'Documentary', 'Horror']",en,the possessed,2009,6.0,Twintalk Entertainment
3947,5389,['Comedy'],en,i hope they serve beer in hell,2009,5.0,Darko Entertainment
3948,5390,"['Comedy', 'Horror']",en,stan helsing,2009,4.2,Insight Film Studios
3949,5391,"['Horror', 'Comedy']",en,tormented,2009,5.2,BBC Films
3950,5392,['Drama'],en,the greatest,2009,6.2,Irish Dreamtime
3951,5394,"['Comedy', 'Drama', 'Romance']",en,paper heart,2009,5.9,Indie Studio
3952,5398,['Documentary'],en,videocracy,2009,6.3,Atmo Media Network
3953,5399,['Documentary'],en,the cove,2009,8.0,Diamond Docs
3954,5401,"['Comedy', 'Drama', 'Fantasy', 'Science Fiction']",en,cold souls,2009,6.0,ARTE France Cinéma
3955,5402,['Documentary'],en,"yoo-hoo, mrs. goldberg",2009,6.3,Indie Studio
3956,5407,"['Crime', 'Drama']",en,crossing over,2009,6.1,The Weinstein Company
3957,5408,"['Comedy', 'Crime', 'Thriller']",en,leaves of grass,2009,6.0,Nu Image
3958,5409,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",en,horsemen,2009,5.9,Radar Pictures
3959,5410,['Drama'],en,the girlfriend experience,2009,5.0,2929 Productions
3960,5411,['Drama'],en,saved,2009,5.0,Indie Studio
3961,5413,['Drama'],en,hurricane season,2009,6.8,Dimension Films
3962,5415,"['Adventure', 'Comedy']",en,fanboys,2009,6.2,The Weinstein Company
3963,5418,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",en,universal soldier: regeneration,2009,5.7,Foresight Unlimited
3964,5419,"['Crime', 'Drama', 'Thriller']",en,the disappearance of alice creed,2009,6.5,Isle of Man Film
3965,5421,"['Drama', 'Horror', 'Thriller']",en,antichrist,2009,6.7,Zentropa Entertainments
3966,5424,"['Drama', 'History']",en,the countess,2009,5.9,X Filme Creative Pool
3967,5425,"['Fantasy', 'Drama']",en,enter the void,2009,7.4,Canal+
3968,5427,"['Comedy', 'Documentary']",en,vote jesus: the chronicles of ken stevenson,2009,0.0,Studio 7NY
3969,5429,"['Comedy', 'Drama']",en,life during wartime,2009,6.2,Werc Werk Works
3970,5430,"['Animation', 'Comedy', 'Adventure']",en,happily n'ever after 2,2009,4.6,Kickstart
3971,5431,"['Comedy', 'Drama']",en,motherhood,2009,5.0,John Wells Productions
3972,5433,"['Drama', 'Action']",en,shank,2009,6.1,Indie Studio
3973,5434,"['Comedy', 'Romance']",en,play the game,2009,5.7,Indie Studio
3974,5437,"['Drama', 'Comedy']",en,trete zhelanie,2009,0.0,Slovo XXI vek
3975,5438, ,en,motivos para no enamorarse,2009,5.7,Indie Studio
3976,5440,['Drama'],en,second life,2009,4.6,Indie Studio
3977,5441,"['Family', 'Fantasy']",en,little hercules,2009,3.0,Innovate Entertainment
3978,5443,"['Drama', 'Romance']",en,يوم ما اتقابلنا,2009,2.8,Indie Studio
3979,5444,['Drama'],en,personal effects,2009,6.0,Cinéfilm AG
3980,5445,['Drama'],en,ha-boged hakatan,2009,5.7,Evanstone Films Ltd.
3981,5449,"['Comedy', 'Romance']",en,today's special,2009,6.3,Inimitable Pictures
3982,5451,"['Horror', 'Thriller', 'Mystery']",en,kill theory,2009,5.3,Bender-Spink Inc.
3983,5452,"['Thriller', 'Mystery']",en,exam,2009,6.7,Bedlam Productions
3984,5453,['Drama'],en,like dandelion dust,2009,6.8,lucky crow films
3985,5454,"['Comedy', 'Romance']",en,serious moonlight,2009,5.1,Magnolia Pictures
3986,5455,"['Drama', 'Romance']",en,the yellow handkerchief,2009,6.2,area japan
3987,5456,['Documentary'],en,unmistaken child,2009,5.9,Samsara Films
3988,5457,['Comedy'],en,the graduates,2009,3.4,Indie Studio
3989,5458,"['Comedy', 'Action']",en,black dynamite,2009,7.2,Destination Films
3990,5460,['Drama'],en,that evening sun,2009,7.0,Indie Studio
3991,5461,['Adventure'],en,call of the wild,2009,6.4,Braeburn Entertainment
3992,5462,"['Comedy', 'Horror']",en,transylmania,2009,4.3,Film Rock
3993,5463,['Horror'],en,the human centipede (first sequence),2009,5.2,Six Entertainment
3994,5464,['Thriller'],en,cold by nature,2009,0.0,JEV Productions
3995,5465,"['Animation', 'Comedy', 'Drama']",en,my dog tulip,2009,7.0,Norman Twain Productions
3996,5466,"['Comedy', 'Drama']",en,big fan,2009,6.0,Big Fan Productions
3997,5467,"['Drama', 'Comedy', 'Romance']",en,(untitled),2009,6.8,Indie Studio
3998,5468,"['Comedy', 'Romance', 'Drama']",en,world's greatest dad,2009,6.6,Magnolia Pictures
3999,5469,"['Western', 'Documentary']",en,sweetgrass,2009,6.7,Indie Studio
4000,5471,"['Horror', 'Thriller']",en,the skeptic,2009,5.3,Indie Studio
4001,5472,"['Drama', 'Horror', 'Mystery']",en,araromire,2009,4.2,Golden Effects Pictures
4002,5474,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']",en,bitch slap,2009,4.7,IM Global
4003,5475,"['Action', 'Crime', 'Drama', 'Thriller']",en,ninja,2009,6.0,Nu Image
4004,5478,"['Drama', 'Comedy']",en,subdivision,2009,5.6,Australian Film Finance Corporation
4005,5482,"['Documentary', 'Music']",en,genius within: the inner life of glenn gould,2009,6.8,Indie Studio
4006,5487,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family']",en,street dreams,2009,5.8,Scissor Farm Entertainment
4007,5490,"['Drama', 'Mystery', 'Thriller']",en,cracks,2009,6.7,Element Pictures
4008,5491,"['Documentary', 'Music']",en,afghan star,2009,6.6,Aria Productions
4009,5492,"['Comedy', 'Romance']",en,the good guy,2009,5.6,Belladonna Productions
4010,5494,"['Comedy', 'Crime']",en,the maiden heist,2009,5.7,Revelations Entertainment
4011,5495,['Documentary'],en,human ape,2009,0.0,National Geographic
4012,5500,['Documentary'],en,turtle: the incredible journey,2009,7.0,Filmstiftung Nordrhein-Westfalen
4013,5501,['Comedy'],en,the slammin' salmon,2009,5.9,Broken Lizard Industries
4014,5502,"['Drama', 'Mystery', 'Thriller']",en,beautiful,2009,5.0,Kojo Pictures
4015,5503,"['Action', 'Comedy']",en,zhui ying,2009,5.1,Indie Studio
4016,5504,"['Drama', 'Family']",en,broken hill,2009,5.8,Indie Studio
4017,5506,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Documentary', 'Drama']",en,leon jumps in the liffey for 50 euro,2009,0.0,Indie Studio
4018,5507,"['Comedy', 'Drama']",en,boogie woogie,2009,5.1,Autonomous
4019,5508,"['Adventure', 'Drama', 'Family']",en,alabama moon,2009,6.5,Alabama Moon Entertainment
4020,5509,"['Drama', 'Action', 'Comedy', 'Crime']",en,defendor,2009,6.4,Alliance Films
4021,5510,"['Drama', 'Romance']",en,my father's will,2009,5.8,Fraydun Productions
4022,5512,"['Comedy', 'Drama']",en,accidents happen,2009,5.9,Red Carpet Productions
4023,5513,"['Mystery', 'Documentary', 'Horror', 'Crime']",en,cropsey,2009,6.1,Off Hollywood Pictures
4024,5514,['Drama'],en,helen,2009,6.7,Filmstiftung Nordrhein-Westfalen
4025,5516,"['Horror', 'Mystery', 'Science Fiction']",en,pontypool,2009,6.5,Ponty Up Pictures
4026,5517,"['Adventure', 'Drama', 'Action', 'Fantasy']",en,valhalla rising,2009,6.1,Nimbus Film
4027,5518,"['Comedy', 'Romance']",en,the answer man,2009,6.4,Messick Films
4028,5519,"['Comedy', 'Horror']",en,caesar and otto's summer camp massacre,2009,1.5,Alternative Cinema
4029,5520,"['Horror', 'Drama']",en,trash humpers,2009,5.2,Alcove Entertainment
4030,5521,['Comedy'],en,weather girl,2009,5.7,Indie Studio
4031,5522,"['Comedy', 'Drama']",en,happy tears,2009,4.6,Pierpoline Films
4032,5523,['Documentary'],en,"hugh hefner: playboy, activist and rebel",2009,6.2,Metaphor Films
4033,5524,"['Drama', 'Comedy']",en,daddy longlegs,2009,6.3,Sophie Dulac Productions
4034,5525,['Comedy'],en,van wilder: freshman year,2009,5.4,Tapestry Films
4035,5527,"['Comedy', 'Drama']",en,women in trouble,2009,5.3,Gato Negro Films
4036,5528,"['Drama', 'Romance']",en,dare,2009,5.9,Next Wednesday Productions
4037,5529,"['Comedy', 'Drama', 'Mystery', 'Thriller']",en,the missing person,2009,5.8,Strand Releasing
4038,5530,['Comedy'],en,nobody,2009,8.4,Indie Studio
4039,5532,"['Comedy', 'Drama']",en,paper man,2009,6.3,Koch Media
4040,5533,['Documentary'],en,hashmatsa,2009,6.6,Indie Studio
4041,5534,"['Drama', 'Comedy', 'Romance']",en,peter and vandy,2009,6.2,Paper Street Films
4042,5535,['Documentary'],en,beetle queen conquers tokyo,2009,5.7,Myriapod Productions
4043,5538,"['Drama', 'Action', 'Comedy']",en,down terrace,2009,6.3,Baby Cow Productions
4044,5539,['Comedy'],en,janky promoters,2009,5.9,Cube Vision
4045,5541,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,stolen lives,2009,6.1,Capitol Films
4046,5542,['Comedy'],en,finding bliss,2009,4.9,North by Northwest Entertainment
4047,5544,['Documentary'],en,vida ballet,2009,6.3,Indie Studio
4048,5545,['Drama'],en,nasty old people,2009,6.1,Tangram Film
4049,5546,['Documentary'],en,mugabe and the white african,2009,6.3,Indie Studio
4050,5547,"['Action', 'Crime', 'Drama']",en,i'm still here,2009,0.0,Code 10 Studios
4051,5549,"['Animation', 'Family', 'Comedy']",en,toy story 3,2010,7.8,Walt Disney Pictures
4052,5550,"['Family', 'Fantasy', 'Adventure']",en,alice in wonderland,2010,6.6,Walt Disney Pictures
4053,5551,"['Adventure', 'Fantasy']",en,harry potter and the deathly hallows: part 1,2010,7.8,Warner Bros. Pictures
4054,5552,"['Action', 'Science Fiction', 'Adventure']",en,inception,2010,8.4,Warner Bros. Pictures
4055,5553,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",en,shrek forever after,2010,6.3,DreamWorks Animation
4056,5554,"['Adventure', 'Fantasy', 'Drama', 'Romance']",en,the twilight saga: eclipse,2010,6.2,Summit Entertainment
4057,5555,"['Adventure', 'Action', 'Science Fiction']",en,iron man 2,2010,6.8,Marvel Studios
4058,5556,"['Animation', 'Family']",en,tangled,2010,7.6,Walt Disney Pictures
4059,5557,"['Family', 'Animation', 'Comedy', 'Crime']",en,despicable me,2010,7.2,Universal Pictures
4060,5558,"['Fantasy', 'Adventure', 'Animation', 'Family']",en,how to train your dragon,2010,7.8,DreamWorks Animation
4061,5559,"['Adventure', 'Fantasy', 'Action']",en,clash of the titans,2010,5.9,The Zanuck Company
4062,5560,"['Adventure', 'Family', 'Fantasy']",en,the chronicles of narnia: the voyage of the dawn treader,2010,6.4,Fox 2000 Pictures
4063,5561,"['Drama', 'History']",en,the king's speech,2010,7.7,The Weinstein Company
4064,5562,"['Adventure', 'Action', 'Science Fiction']",en,tron: legacy,2010,6.4,Walt Disney Pictures
4065,5563,"['Action', 'Adventure', 'Drama', 'Family']",en,the karate kid,2010,6.5,Columbia Pictures
4066,5564,"['Family', 'Animation', 'Adventure', 'Comedy']",en,tom and jerry meet sherlock holmes,2010,6.6,Warner Bros. Animation
4067,5565,"['Adventure', 'Fantasy', 'Action']",en,prince of persia: the sands of time,2010,6.2,Walt Disney Pictures
4068,5566,"['Drama', 'Thriller', 'Horror']",en,black swan,2010,7.7,Fox Searchlight Pictures
4069,5567,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",en,megamind,2010,6.9,Pacific Data Images
4070,5568,"['Adventure', 'Action', 'History']",en,robin hood,2010,6.4,Imagine Entertainment
4071,5569,"['Action', 'Adventure', 'Fantasy']",en,the last airbender,2010,4.7,Paramount
4072,5570,"['Comedy', 'Romance']",en,little fockers,2010,5.6,Paramount
4073,5571,"['Action', 'Adventure', 'Horror', 'Science Fiction']",en,resident evil: afterlife,2010,6.1,Constantin Film
4074,5572,"['Drama', 'Thriller', 'Mystery']",en,shutter island,2010,8.2,Paramount
4075,5573,"['Action', 'Mystery', 'Thriller']",en,salt,2010,6.4,Columbia Pictures
4076,5574,"['Comedy', 'Drama', 'Romance']",en,sex and the city 2,2010,6.1,New Line Cinema
4077,5575,"['Action', 'Thriller', 'Romance']",en,the tourist,2010,6.2,Columbia Pictures
4078,5576,"['Thriller', 'Adventure', 'Action']",en,the expendables,2010,6.2,Rogue Marble
4079,5577,['Comedy'],en,grown ups,2010,6.3,Columbia Pictures
4080,5578,"['Action', 'Comedy']",en,knight and day,2010,6.2,20th Century Fox
4081,5579,"['Drama', 'Adventure', 'Western']",en,true grit,2010,7.3,Paramount
4082,5580,"['Family', 'Comedy', 'Adventure', 'Fantasy']",en,gulliver's travels,2010,5.2,20th Century Fox
4083,5581,"['Adventure', 'Fantasy', 'Family']",en,percy jackson & the olympians: the lightning thief,2010,6.2,1492 Pictures
4084,5582,['Drama'],en,the social network,2010,7.3,Columbia Pictures
4085,5583,"['Comedy', 'Romance']",en,valentine's day,2010,5.9,New Line Cinema
4086,5584,"['Fantasy', 'Adventure', 'Action']",en,the sorcerer's apprentice,2010,6.1,Walt Disney Pictures
4087,5585,"['Comedy', 'Drama']",en,due date,2010,6.3,Warner Bros. Pictures
4088,5586,"['Drama', 'Romance']",en,eat pray love,2010,6.2,Columbia Pictures
4089,5587,"['Comedy', 'Family', 'Animation', 'Adventure']",en,yogi bear,2010,5.6,Warner Bros. Pictures
4090,5588,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",en,red,2010,6.7,DC Comics
4091,5589,"['Horror', 'Mystery', 'Fantasy']",en,paranormal activity 2,2010,5.7,Paramount
4092,5590,"['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']",en,the a-team,2010,6.4,20th Century Fox
4093,5591,"['Comedy', 'Action', 'Crime']",en,the other guys,2010,6.3,Columbia Pictures
4094,5592,"['Action', 'Thriller']",en,unstoppable,2010,6.5,20th Century Fox
4095,5593,"['Drama', 'Romance']",en,step up 3d,2010,6.8,Summit Entertainment
4096,5594,"['Action', 'Thriller', 'Science Fiction']",en,the book of eli,2010,6.8,Alcon Entertainment
4097,5595,"['Crime', 'Drama', 'Thriller']",en,the town,2010,7.2,Warner Bros. Pictures
4098,5596,"['Comedy', 'Action', 'Adventure']",en,date night,2010,6.1,Dune Entertainment
4099,5598,"['Animation', 'Adventure', 'Family', 'Fantasy']",en,legend of the guardians: the owls of ga'hoole,2010,6.8,Village Roadshow Pictures
4100,5599,"['Comedy', 'Action', 'Drama']",en,the bounty hunter,2010,5.8,Columbia Pictures
4101,5600,"['Horror', 'Crime']",en,saw 3d,2010,6.0,Lionsgate
4102,5601,"['Drama', 'Crime']",en,wall street: money never sleeps,2010,6.1,20th Century Fox
4103,5602,"['Science Fiction', 'Action', 'Thriller']",en,predators,2010,6.2,20th Century Fox
4104,5603,"['Comedy', 'Fantasy', 'Family']",en,nanny mcphee and the big bang,2010,6.3,StudioCanal
4105,5604,"['Comedy', 'Documentary', 'Action']",en,jackass 3d,2010,6.6,Paramount
4106,5605,"['Horror', 'Mystery', 'Thriller']",en,a nightmare on elm street,2010,5.5,New Line Cinema
4107,5606,"['Drama', 'Romance', 'War']",en,dear john,2010,6.8,Screen Gems
4108,5607,"['Comedy', 'Family', 'Action', 'Fantasy', 'Adventure', 'Mystery']",en,cats & dogs: the revenge of kitty galore,2010,5.2,Warner Bros. Entertainment
4109,5608,"['Comedy', 'Family', 'Fantasy']",en,tooth fairy,2010,5.5,20th Century Fox
4110,5609,"['Drama', 'Fantasy']",en,hereafter,2010,6.0,Amblin Entertainment
4111,5610,"['Comedy', 'Romance', 'Drama']",en,life as we know it,2010,6.9,Josephson Entertainment
4112,5612,"['Drama', 'Comedy', 'Romance']",en,love & other drugs,2010,7.0,20th Century Fox
4113,5614,"['Action', 'Comedy', 'Thriller', 'Romance']",en,killers,2010,6.0,Katalyst Films
4114,5615,"['Horror', 'Thriller']",en,insidious,2010,6.9,Alliance Films
4115,5616,"['Action', 'Crime']",en,kick-ass,2010,7.1,Plan B Entertainment
4116,5617,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",en,green zone,2010,6.5,Universal Pictures
4117,5619,['Drama'],en,the fighter,2010,7.4,Paramount
4118,5620,"['Adventure', 'Comedy', 'Music']",en,get him to the greek,2010,6.0,Universal Pictures
4119,5621,"['Drama', 'Romance']",en,burlesque,2010,7.2,Bedford Falls Productions
4120,5622,"['Drama', 'Family', 'Romance']",en,the last song,2010,7.3,Touchstone Pictures
4121,5623,['Comedy'],en,dinner for schmucks,2010,5.6,Paramount
4122,5624,"['Family', 'Comedy']",en,marmaduke,2010,5.3,20th Century Fox
4123,5626,"['Comedy', 'Horror']",en,piranha 3d,2010,5.4,The Weinstein Company
4124,5627,"['Comedy', 'Drama', 'Romance']",en,letters to juliet,2010,7.0,Summit Entertainment
4125,5628,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,edge of darkness,2010,6.3,Icon Productions
4126,5629,['Comedy'],en,vampires suck,2010,4.2,Regency Enterprises
4127,5630,"['Action', 'Crime', 'Drama', 'Thriller']",en,takers,2010,6.2,Rainforest Entertainment
4128,5631,"['Comedy', 'Romance']",en,the back-up plan,2010,6.2,Escape Artists
4129,5632,"['Comedy', 'Family']",en,diary of a wimpy kid,2010,6.2,Dune Entertainment
4130,5633,['Comedy'],en,easy a,2010,6.8,Screen Gems
4131,5635,"['Animation', 'Family']",en,a turtle's tale: sammy's adventures,2010,6.0,Motion Investment Group
4132,5636,"['Horror', 'Action', 'Fantasy']",en,legion,2010,5.8,Bold Films
4133,5637,"['Crime', 'Drama', 'Thriller']",en,the american,2010,5.9,Smoke House Pictures
4134,5638,"['Horror', 'Thriller']",en,the last exorcism,2010,5.6,Strike Entertainment
4135,5639,"['Science Fiction', 'Action']",en,skyline,2010,4.9,Rogue Pictures
4136,5640,"['Action', 'Comedy', 'Family']",en,the spy next door,2010,5.8,Lionsgate
4137,5642,"['Science Fiction', 'Comedy', 'Adventure']",en,hot tub time machine,2010,6.0,Metro-Goldwyn-Mayer
4138,5645,"['Thriller', 'Mystery']",en,the ghost writer,2010,6.8,France 2 Cinéma
4139,5646,['Drama'],en,secretariat,2010,7.4,Walt Disney Pictures
4140,5647,"['Comedy', 'Romance']",en,why did i get married too?,2010,6.5,Lions Gate Films
4141,5648,"['Comedy', 'Drama', 'Romance']",en,morning glory,2010,6.3,Goldcrest
4142,5649,"['Drama', 'Romance']",en,remember me,2010,7.1,Summit Entertainment
4143,5650,"['Action', 'Comedy', 'Crime']",en,cop out,2010,5.6,Marc Platt Productions
4144,5651,"['Mystery', 'Horror', 'Action']",en,the crazies,2010,6.2,Penn Station Entertainment
4145,5652,"['Action', 'Crime', 'Thriller']",en,from paris with love,2010,6.2,Canal+
4146,5654,"['Romance', 'Drama', 'Thriller', 'Crime']",en,the next three days,2010,7.1,Lionsgate
4147,5655,"['Animation', 'Family', 'Comedy', 'Adventure', 'Romance']",en,alpha and omega,2010,5.8,Lionsgate
4148,5656,"['Comedy', 'Romance', 'Drama']",en,the switch,2010,6.2,Mandate Pictures
4149,5657,"['Comedy', 'Romance']",en,she's out of my league,2010,6.4,DreamWorks Pictures
4150,5658,['Comedy'],en,death at a funeral,2010,5.8,Parabolic Pictures
4151,5659,"['Comedy', 'Drama', 'Romance']",en,how do you know,2010,5.3,Columbia Pictures
4152,5661,"['Drama', 'Romance']",en,charlie st. cloud,2010,7.0,Universal Pictures
4153,5662,"['Action', 'Comedy', 'Romance']",en,scott pilgrim vs. the world,2010,7.5,Universal Pictures
4154,5664,"['Crime', 'Drama', 'Thriller']",en,brooklyn's finest,2010,6.3,Nu Image
4155,5665,"['Drama', 'Thriller']",en,the debt,2010,6.6,Miramax
4156,5666,"['Action', 'Comedy', 'Thriller']",en,machete,2010,6.3,Troublemaker Studios
4157,5668,"['Comedy', 'Fantasy', 'Romance']",en,when in rome,2010,6.0,Krasnoff Foster Productions
4158,5670,"['Comedy', 'Drama', 'Romance']",en,going the distance,2010,6.1,New Line Cinema
4159,5673,['Drama'],en,for colored girls,2010,6.7,Lions Gate Films
4160,5674,"['Fantasy', 'Horror', 'Thriller']",en,don't be afraid of the dark,2010,5.7,Miramax
4161,5676,"['Family', 'Comedy', 'Fantasy']",en,furry vengeance,2010,4.9,Robert Simonds Productions
4162,5678,"['Adventure', 'Drama', 'Thriller']",en,127 hours,2010,7.1,Fox Searchlight Pictures
4163,5679,"['Comedy', 'Drama']",en,the kids are all right,2010,6.6,Mandalay Vision
4164,5681,"['Horror', 'Mystery', 'Thriller']",en,devil,2010,6.0,Universal Pictures
4165,5682,"['Romance', 'Comedy']",en,leap year,2010,6.9,Universal Pictures
4166,5683,"['Comedy', 'Romance']",en,you again,2010,6.3,Oops Doughnuts Productions
4167,5684,"['Comedy', 'Family']",en,ramona and beezus,2010,6.5,Dune Entertainment
4168,5685,"['Drama', 'Thriller']",en,fair game,2010,6.5,Weed Road Pictures
4169,5689,"['Drama', 'Adventure', 'History']",en,the way back,2010,7.0,Imagenation Abu Dhabi FZ
4170,5690,"['Drama', 'Horror', 'Mystery']",en,let me in,2010,6.8,Hammer Film Productions
4171,5691,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",en,the losers,2010,6.3,Warner Bros. Pictures
4172,5692,"['Crime', 'Drama', 'Action', 'Thriller']",en,faster,2010,6.3,Castle Rock Entertainment
4173,5696,"['Comedy', 'Drama', 'Romance']",en,just wright,2010,6.3,Fox Searchlight Pictures
4174,5697,"['Horror', 'Mystery', 'Drama']",en,my soul to take,2010,5.6,Corvus Corax Productions
4175,5698,['Comedy'],en,our family wedding,2010,5.7,Fox Searchlight Pictures
4176,5700,"['Drama', 'Romance', 'Music']",en,country strong,2010,6.3,Maguire Entertainment
4177,5702,"['Documentary', 'Family']",en,oceans,2010,7.3,France 2 Cinéma
4178,5703,"['Drama', 'Thriller', 'Mystery']",en,buried,2010,6.6,Lionsgate
4179,5705,"['Action', 'Science Fiction', 'Thriller', 'Crime']",en,repo men,2010,6.3,Universal Pictures
4180,5706,"['Music', 'Romance', 'Drama']",en,streetdance 3d,2010,6.4,BBC Films
4181,5707,['Drama'],en,another year,2010,7.0,Film4 Productions
4182,5711,"['Music', 'Fantasy', 'Action', 'Family']",en,the nutcracker in 3d,2010,5.2,Vnesheconombank
4183,5713,"['Action', 'Adventure', 'Drama']",en,"tomorrow, when the war began",2010,6.2,Omnilab Media
4184,5714,"['Animation', 'Family', 'Fantasy']",en,barbie in a mermaid tale,2010,7.2,Mattel Entertainment
4185,5715,"['Crime', 'Drama', 'History']",en,the conspirator,2010,6.6,Wildwood Enterprises
4186,5716,"['Drama', 'Romance']",en,blue valentine,2010,7.0,Hunting Lane Films
4187,5717,"['Drama', 'Thriller', 'Mystery', 'Crime']",en,shanghai,2010,6.1,The Weinstein Company
4188,5719,['Drama'],en,extraordinary measures,2010,6.2,Double Feature Films
4189,5720,['Drama'],en,somewhere,2010,6.0,American Zoetrope
4190,5722,['Drama'],en,winter's bone,2010,6.8,Anonymous Content
4191,5723,"['Drama', 'Thriller', 'Mystery']",en,chloe,2010,6.0,StudioCanal
4192,5724,"['Adventure', 'Comedy', 'Drama']",en,the way,2010,7.2,Elixir Films
4193,5727,"['Comedy', 'Drama', 'History']",en,made in dagenham,2010,6.7,BBC Films
4194,5734,"['Comedy', 'Romance']",en,tamara drewe,2010,5.9,BBC Films
4195,5735,['Drama'],en,conviction,2010,7.1,Oceana Media Finance
4196,5737,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",en,the warrior's way,2010,6.6,SCS Entertainment
4197,5738,"['Animation', 'War', 'Drama']",en,halo: legends,2010,7.4,Warner Bros. Pictures
4198,5739,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",en,jonah hex,2010,4.9,Warner Bros. Pictures
4199,5746,"['Drama', 'Romance', 'Science Fiction']",en,never let me go,2010,6.9,Fox Searchlight Pictures
4200,5750,"['Drama', 'Thriller']",en,stone,2010,5.3,Millennium Films
4201,5751,"['Action', 'Adventure', 'Comedy']",en,macgruber,2010,5.5,Relativity Media
4202,5752,"['Drama', 'Comedy']",en,boy,2010,7.4,New Zealand Film Commission
